Postdate,Display name,Username,Content,Likes,Comments,Retweets,Reach
2023-03-16T21:17:43.000Z,president Elect-since all of us dey mad.,@Stancherrie,When are you fact checking INEC and 2023 elections?,,,,13
2023-03-16T21:12:55.000Z,Channels Television,@channelstv,"2023 Elections: Igbo Group Demands End To Attacks On Lagos Kinsmen

https://channelstv.com/2023/03/16/2023-elections-igbo-group-demands-end-to-attacks-on-lagos-kinsmen/…",368,19,63,35.3K
2023-03-16T21:12:24.000Z,His Majesty,@_drernest,"@PoliceNG
 @HQNigerianArmy
 @StateDeptDSS
 @MBuhari
 @NGRPresident
 @POTUS
 @EUinNigeria
 @EU_Commission
 @AfricanUnion
. This is APC thug called MC Olumo threatening violence against those that will not vote for APC on 18/3 /2023 elections.",1,,,15
2023-03-16T21:04:12.000Z,The Lens News,@thelensnewsng,Governorship/ House Elections: Concerns mount over Governors’ moves to rig Saturday’s poll 2023 ELECTIONS,,,,12
2023-03-16T21:01:05.000Z,Ikorodu News Network (INN),@IkoroduN,2023 ELECTIONS: PDP’S DIRECTOR GENERAL OF LAGOS STATE GUBERNATORIAL CAMPAIGN COUNCIL RESIGNS ®™√ INN Nigeria ©,,,,10
2023-03-16T20:57:03.000Z,Independent Nigeria,@IndependentNGR,Why INEC Printed Security Documents For 2023 Elections In Nigeria – Okoye https://independent.ng/why-inec-printed-security-documents-for-2023-elections-in-nigeria-okoye/?utm_source=dlvr.it&utm_medium=%5Btwitter%5D…,,,,176
2023-03-16T20:51:33.000Z,Lekan Rodney,@LekanRodney,U are one of the real MVP so far 2023 elections dey. I dey feel u and follow me back jare.,2,1,,237
2023-03-16T20:46:50.000Z,Ishmail Ansu Kamara,@BarminfomaAnsu,"#2023Elections say no to Tribalism, Regionalism and #VoteSL. The change we want is possible and it will be achieve only through the Ballot Box.
#GoMakeTheChange.",1,,,14
2023-03-16T20:38:06.000Z,Chamunofara,@Chamunofara,Zanu PF will win the 2023 elections with a comfortable majority.,,,,128
2023-03-16T20:32:16.000Z,vee ama,@vee_veeama1,"I agree with u 
It's the ones in countries with not perfect but young,agile and brilliant leaders that support the worst back home 
That has been the hallmark of this 2023 elections, they are always ready to support anything dat has a semblance of evil",,,,41
2023-03-16T20:30:42.000Z,Ikorodu News Network (INN),@IkoroduN,"2023 ELECTIONS: IGP ORDERS RESTRICTION OF MOVEMENT ON ELECTION DAY, REITERATES BAN ON VIP AIDES, ESCORTS, STATE SECURITY OUTFITS ®™√ INN Nigeria ©",,,,8
2023-03-16T20:24:14.000Z,ultimate star,@sultimate128,"You will never end well,ur blood will end 2023 elections",,2,,144
2023-03-16T20:11:02.000Z,Ikorodu News Network (INN),@IkoroduN,"2023 ELECTIONS: HON. BALOGUN ROTIMI ENDORSES LABOUR PARTY GUBERNATORIAL CANDIDATE, GBADEBO RHODES-VIVOUR ®™√ INN Nigeria ©",,,,16
2023-03-16T20:06:52.000Z,#OfficeOfTheNigerianCitizen ❁,@kcemenike,"Just share one single video of a popular clergyman threatening voters in the South East in the 2023 elections, and attach your account number.
I'll send you 1000USD

Your time starts now, or forever remain dumb.",1,,,15
2023-03-16T19:53:36.000Z,Travis Leiker,@tleiker,"Let’s do this Denver, Colorado! A new day begins on April 4th. It’s time to restore faith in our future and to be the GREAT CITY I know we are. Join me at http://travisleiker.com. #denvercolorado #copolitics #denverco #denverelections2023 #2023elections #leiker4denver",3,,1,93
Sponsored post,DITOGAMES,@DITOGAMESch,"If you have a mouse, you will never turn off your computer again.",174,7,31,154.5K
2023-03-16T19:53:19.000Z,HORIZON NEWS24,@horizonnews24,"2023 Elections: Osun Govt Declares Friday Public Holiday https://horizonnews24.com/2023/03/16/2023-elections-osun-govt-declares-friday-public-holiday/… via 
@Horizon
 News24",,,,3
2023-03-16T19:42:48.000Z,Onyeka,@DrOnyekaO,Nigeria needed this 2023 elections to unravel the truth about us as a people.,,,,"1,193"
2023-03-16T19:28:40.000Z,ultimate star,@sultimate128,2023 elections will mark ur end..,,,,112
2023-03-16T19:28:01.000Z,Roving Naija,@rovingnaija,"Politics & Governance 
How Peter Obi Responded When Asked How He Was Able To Win Lagos Despite Tinubu’s Factor
https://rovingnaija.com/2023/03/16/how-peter-obi-responded-when-asked-how-he-was-able-to-win-lagos-despite-tinubus-factor/… 
#2023elections #2023presidentialelection #peterobi2023 #LagosDecides2023",,,,5
2023-03-16T19:04:55.000Z,Hon. Mike £gbo°,@MikeEgbo1,"2023 Elections: Many Experienced Reps Were Voted Out- Gbajabiamila 
https://reubenabati.com.ng/news/2023-elections-many-experienced-reps-were-voted-out-gbajabiamila…",,,,3
2023-03-16T18:56:46.000Z,Premium Times,@PremiumTimesng,2023 Elections: Osun govt declares Friday public holiday,20,,3,"3,373"
2023-03-16T18:49:22.000Z,Kola King,@GSouthMedia,2023 Elections: 11 Govs Seeking Reelection,,,,8
2023-03-16T18:49:01.000Z,Situation Room,@SituationRoomNg,"2/ The press statement highlights the need for 
@inecnigeria
 to take lessons from the challenges experienced during the Presidential and National Assembly elections of 25th February 2023.

#2023Elections",2,1,3,709
2023-03-16T18:43:35.000Z,Isaac Umunna,@isumunna,2023 Elections: 11 governors seeking reelection,,,,2
2023-03-16T18:42:21.000Z,Fortune,@fortune5351,"Prof Akpan did not participate in the 2023 elections,he's been down with a stroke for years,and can barely walk.
He had been on compassionate leave of absence from the university for some time now.
Pls,disregard any other information outside this.",,,,67
2023-03-16T18:42:14.000Z,Jahnee,@Jahhnee,"When the true tails of 2023 elections come out, people will go crazy. 
Anyways, these stories are open truth, but people that thought stubbornness was a virtue decided to ride a wave that was built to hurt them.",7,,2,316
2023-03-16T18:42:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,21
Sponsored post,QuillBot,@TheQuillBot,"Write in clear, mistake-free English with QuillBot.

Join over 50 million QuillBot users and see what better, clearer writing can do for you.

Try for free now!","1,400",5,62,628.9K
2023-03-16T18:41:59.000Z,ireporteronline,@iReporteronline,2023 Elections: 11 Governors Seeking Reelection,,,,5
2023-03-16T18:40:38.000Z,Abubakar Sadiq,@sadeeq_en,"Ppl rated high intellectually and intelligent wise were overcome by emotions. When some ppl talk it's U dat will feel embarrassed for their utterances. 2023 Elections exposed many, at times I doubt if some ppl didn't left their brains at d gates of sch they graduated from.",,,,25
2023-03-16T18:39:23.000Z,Fort Worth Report,@FortWorthReport,"Pencil us in: Fort Worth Report and 
@SteerFW
 are holding candidate forums ahead of the May 2023 elections. Hear candidates for mayor, city council, FWISD school board, and more make their case.",,,,208
2023-03-16T18:30:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,14
2023-03-16T18:29:49.000Z,Channels Television,@channelstv,"2023 Elections: The BVAS machine is truly a game changer, says Yakubu Maikyau, President, Nigeria Bar Association.

#CTVTweets",162,22,49,30.4K
2023-03-16T18:24:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,10
2023-03-16T18:18:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,12
2023-03-16T18:14:21.000Z,Amebohour,@Amebohour,"Gov Poll: Situation Room lists Lagos, Rivers, Kano as flashpoints
#2023elections #electionresult",,,,17
2023-03-16T18:12:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,13
2023-03-16T18:10:38.000Z,_kikks,@kikks07,"Here's one of 23 reasons to vote in the 2023 elections . You can generate yours here:
https://vote023.org/meme-generator/

And yeah... please listen to our message and get incentivised too .",1,,1,21
2023-03-16T18:09:23.000Z,Mazi C.Okeke,@nobex5,"Monkey! You didn't listen to Elrufai as he said DSS restricted his movement in Anambra, only to change it later that it was Obi in 2023 elections. Peter Obi answered him, what else did he said? you people are having sleepless night over Obi stolen mandate. No peace for a thief",,,,21
2023-03-16T18:08:01.000Z,Young Professionals in Policy and Development,@youpadofficial,Twitter Space,,,,9
Sponsored post,DITOGAMES,@DITOGAMESch,"If you have a mouse, you will never turn off your computer again.",54,1,8,58.2K
2023-03-16T18:06:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,11
2023-03-16T18:00:03.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,14
2023-03-16T17:17:15.000Z,NewsWireNGR,@NewsWireNGR,"2023 Elections: Why PDP, Atiku withdrew suit against INEC http://dlvr.it/Sl0YJH",,,,286
2023-03-16T17:15:39.000Z,Channels Television,@channelstv,"2023 Elections: Southern, Middle-Belt Leaders Condemn Buhari’s Conduct And Utterances

https://channelstv.com/2023/03/16/2023-elections-southern-middle-belt-leaders-condemn-buharis-conduct-and-utterances/…",214,10,37,23.5K
2023-03-16T17:11:10.000Z,Naija What's Up?,@Naijawhatsup,"2023 Elections: NBC Sanctions 25 Broadcast Stations, Cautions Media Firms http://dlvr.it/Sl0XQT",,,,6
2023-03-16T17:10:18.000Z,Bekir Sıtkı Şirin,@bsirinn,"Presidential elections will be held in Turkey on May 14, 2023. Elections are near and exciting enough as it is at its peak.

I wrote for international media.",,,,257
2023-03-16T17:08:48.000Z,Eben,@EbenezarWikina,"Join the conversation with 
@youpadofficial
 now

 #AgoraThursday",,,,125
2023-03-16T17:07:50.000Z,Nnajiofor II,@Ekeneedeh1,All the people contesting under LP in this 2023 elections are lucky. Obi really helped their bids in a way no one else helped them.,1,,,116
2023-03-16T17:05:59.000Z,Adebayo Tunji Victor,@Victort1984,2023 Elections: IGP Orders Restriction Of Movement On Election Day,,,,15
2023-03-16T17:05:24.000Z,Colorado Pols,@coloradopols,"We have seen the future, more or less. Here's what happened -- and didn't happen -- in the first round of voting in the race for Denver Mayor. (Polls are open through April 4) https://coloradopols.com/diary/186617/heres-what-happened-in-the-2023-denver-mayoral-race… #copolitics #denver #denvermayor #2023elections",4,,,330
2023-03-16T17:04:37.000Z,chuka nnabuife,@chukafornaija,2023 Elections: Police recover 23 illegal firearms from miscreants in Bauchi,,,,15
2023-03-16T17:01:09.000Z,Megamixer,@djokaymegamixer,"2023 Elections: Southern, Middle-Belt Leaders Condemn Buhari’s Conduct And Utterances - https://234radio.com/2023-elections-southern-middle-belt-leaders-condemn-buharis-conduct-and-utterances/…

#News",1,,,35
2023-03-16T16:58:57.000Z,Naija What's Up?,@Naijawhatsup,"2023 Elections: Southern, Middle-Belt Leaders Condemn Buhari’s Conduct And Utterances http://dlvr.it/Sl0VPw",,,,5
2023-03-16T16:55:20.000Z,Chiomzie,@Xtianaujo,"As the gubernatorial election is close at hand, one begins to wonder if those in charge are even interested in the process 
@Morris_Monye
 @roqzee
 Olumide Surulere 2023 elections",,,,53
2023-03-16T16:54:53.000Z,Dr. Adebola Akindele,@bolaakindele1,It was very important to engage with the major stakeholders of the COURTEVILLE group on our collective responsibility to ensure the 2023 elections at all levels are free and fair. All votes must count!!!!! #elections,3,,2,46
2023-03-16T16:54:26.000Z,chinwuba john,@johni_boi,Bro check how much was spent in the 2015 elections that brought APC into power then compare it with the 2019 and 2023 elections APC na scam.....they are criminals,1,,,76
2023-03-16T16:49:21.000Z,Naijareel.comᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,@naijareel,2023 Elections: Mercy Johnson's husband wins Reps seat in Edo,,,,47
2023-03-16T16:47:25.000Z,Dr. Adebola Akindele,@bolaakindele1,It was very important to engage with the major stakeholders of the COURTEVILLE group on our collective responsibility to ensure the 2023 elections at all levels are free and fair. All votes must count!!!!!,6,,2,155
2023-03-16T16:46:09.000Z,BK,@BK4bharat,PRTU guyz are always with Govt irrespective of party in power. But this time they are on diff track that's good for BJP in 2023 elections .,4,1,1,"1,484"
2023-03-16T16:45:14.000Z,Onward Nigeria,@OnwardNG,2023 Elections: 11 Govs Seeking Reelection http://dlvr.it/Sl0Sdb,1,,,169
2023-03-16T16:39:38.000Z,Jawjie,@oshogweogbolu,2023 Elections: Nigerians Have Been Robbed And You Want Us To Be Proud – Timi Frank Tackles British High Commissioner,,,,22
2023-03-16T16:39:35.000Z,Naija News,@NaijaNews,2023 Elections: Nigerians Have Been Robbed And You Want Us To Be Proud – Timi Frank Tackles British High Commissioner,4,1,1,247
2023-03-16T16:36:58.000Z,DotedGram,@DotedGrammy,2023 Elections: 11 Govs Seeking Reelection,,,,20
2023-03-16T16:33:41.000Z,Channels Television,@channelstv,"2023 Elections: 11 Govs Seeking Reelection
https://channelstv.com/2023/03/16/2023-elections-11-govs-seeking-reelection/…",499,83,124,77.3K
2023-03-16T16:32:23.000Z,Iba,@Iba_Pshow,"It should take out that lovely part of you.

We know how we descend on peddler of fake news. The 2023 elections have affected us badly as humans and as a country",,1,,21
2023-03-16T16:31:58.000Z,Silas Machemedze,@MachemedzeSilas,Numbers don't lie. President Mnangagwa is popular than Nelson Chamisa. Meaning that President Meaning that President Mnangagwa will win the 2023 elections,,,,13
2023-03-16T16:30:01.000Z,Change Radio,@ChangeRadioZW,LFA |  Mnangagwa and ZANU PF uncontrollably scared stiff of 2023 elections.,4,,2,336
2023-03-16T15:54:23.000Z,Young Professionals in Policy and Development,@youpadofficial,"Hi there,

Our Space conversation starts in an hour time.

Join via this link https://twitter.com/i/spaces/1YpKkgmRRQjKj…
Don't Miss it.

#AgoraThursday
@EbenezarWikina
 @laurethills
 @ikwelleekene
 @OsazeSegun
@Asiegbucharles
 @VthFred
 @OlumideIDOWU
 @dheenylkhair
 @queen_of_dnorth
 @uchenna_igwilo",4,,3,131
2023-03-16T15:52:56.000Z,Nairametrics,@Nairametrics,"The ‘Obidient movement’, a term used to describe the youth-dominated supporters of Peter Obi the presidential candidate of the Labour Party during the February 25, 2023 elections, has proven itself a formidable force in the 2023 general elections. 
Follow 
@Nairametrics",13,4,2,"3,324"
2023-03-16T15:51:10.000Z,Comr.Danaudi,@comr_danaudi,"Why Intolerance, Hatred Should Be Eschewed During the Aftermath of 2023 Elections For the Purpose Sustainable National Unity",,,,1
2023-03-16T15:45:16.000Z,Blog_echoes,@Blog_echoes,"2023 Elections:

Sequel to the forthcoming Gubernatorial/State Houses of Assembly elections  the IGP Usman,has ordered the restriction of all forms of vehicular movement on roads, waterways, and other forms of transportation, from 12 am to 6 pm

Read more
https://blogechoes.com/2023/03/16/2023-elections-igp-orders-restriction-of-movement-on-election-day/…",,,,3
2023-03-16T15:44:21.000Z,Holly McCall,@jhollymc,"Interesting from 
@tnnaterau
 with Axios: Nashville wants to fast-track their lawsuit against the state so as to figure out how the hell 2023 elections will work. The state, however, is slow-walking it. A thread.",9,,4,"1,468"
2023-03-16T15:40:02.000Z,Rajesh M,@RajeshM03403774,Rtc into privatization in next term of their rule .Already planned but delayed due to 2023 elections they will execute in their third term,,,,33
2023-03-16T15:37:17.000Z,TheFact Daily,@TheFact_ng,"Technology, BVAS And The 2023 Elections https://thefact.ng/technology-bvas-and-the-2023-elections/… via 
@TheFact_ng
 @inecnigeria
 @ProfIsaPantami
 @NITDANigeria
 @NgComCommission",2,,1,8
2023-03-16T15:24:14.000Z,Tony Ojogho,@Denzelsweet,"Nigeria is going through a dark tunnel but no tunnel is endless. There's always light at the end of the tunnel

#olumide #soludo #desmondelliot #inec #2023Elections #peterobi #rufai #labourparty #asiwaju #Arisetv",1,,,124
2023-03-16T14:43:49.000Z,Sustainability Pathways for Africa,@SP_4Africa,"Global Africa is holding a series of discussions on Africa - global issues

We are happy to collaborate with 
@GlobalAfrica21
 to host TALK 1 on Nigeria's 2023 elections: Outlook on democracy, governance & economy in West Africa

Sunday 19th, 4PM
Zoom link: https://lnkd.in/ePQYpQgn",3,1,2,106
2023-03-16T14:41:48.000Z,Scientia Insights,@ScientiaNG,The postponed Gubernatorial election is in 2 days & Nigerians are anticipating the chance to go out again to vote on Saturday. Does your candidate have a chance at the seat? Subscribe for free to check out our predictions https://lnkd.in/daJhA4kz #scientiainsights #2023elections,,,,9
2023-03-16T14:41:43.000Z,Gistsmate,@GGistsmateMedia,2023 Elections: Why I Withdrew my Motion On INEC Materials Inspection – Atiku,1,,,51
2023-03-16T14:39:55.000Z,Blvck Angel,@realdonvelli,Breaking news : Obidients oya make we retweet this video to inform some of us on what to do come Saturday 18th March 2023 elections... P L E A S E R E T W E E T,,,,5
2023-03-16T14:38:41.000Z,NPOReports,@NpoReports,"Sanwo-Olu, Fayose Take Re-election Campaign to Airport; Meet Cab Drivers https://nporeports.com/sanwo-olu-fayose-take-re-election-campaign-to-airport-meet-cab-drivers/… 
@jidesanwoolu
 @GovAyoFayose
 #Fayose #Campaign #2023GeneralElections #2023Elections",1,,1,43
2023-03-16T14:38:35.000Z,Ibn Hamza OBIdient Yorùbá Boy,@wittytayor001,"I've said it before now, I saw d budget breakdown of INEC for the 2023 elections, it's crazy at 1st & every successive sighting

Items they claimed kinnikan billions did, millions would do them, a dẹ tún má gbà change wazo

U'd waste & steal money only to tell us Nig is broke",,,,59
2023-03-16T14:36:33.000Z,Naijanews_pilot,@Naijanews_pilot,"Nigeria to Abolish Petrol Subsidy Before May 29, Finance Minister Attributes Delay to 2023 Elections, Census Zainab Ahmed urged the incoming administration to raise VAT to 10% https://arise.tv/nigeria-to-abolish-petrol-subsidy-before-may-29-finance-minister-attributes-delay-to-2023-elections-census…",,,,43
2023-03-16T14:27:47.000Z,Kayefi Media,@KayefiMedia,Yakubu Dogara: Political Neutrality for 2023 Elections,,,,4
2023-03-16T14:06:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,13
2023-03-16T14:01:57.000Z,Amy (Doc) CHAI for Congress CT-3,@docchai2022,"The 2023 elections are all the local elections that are easy to win. Also not overly time consuming on your real life. If nobody volunteers to run 2023, nothing happens. Why not contact people with a kit to run for every lical election 2023?",,,,12
2023-03-16T14:00:04.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,11
2023-03-16T14:00:01.000Z,skabashnaija,@skabashnaija,"As political campaigns come to an end for the 2023 political cycle, Nigerians should know why campaigns are important & decipher if the candidates discussed issues that they want to be heard.

https://skabash.com/how-political-campaign-influences-voters/… #Politicalcampaign #2023elections #NigeriaDecide2023",,,,11
2023-03-16T13:57:02.000Z,ken irabor,@ken_irabor,"Inec has to prove itself before we can say congratulations or not.

2023elections LP 0D0 APC Elections BVAS IREV I-REV",,,,2
2023-03-16T13:56:33.000Z,Daily Post Nigeria,@DailyPostNGR,"2023 Elections: APM clears air on governorship candidate tussle in Rivers, affirms Ekwu",17,2,,"4,172"
2023-03-16T13:54:03.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,18
2023-03-16T13:53:07.000Z,Triple A - Mr. Adékúnlé ™ 𓃵,@GenericFlavour,"For the first time since 1999, 2023 elections have proven that power truly belongs to the people. When the people wake up from their slumber, the politicians will be humbled. The time to change the status quo is NOW.",42,3,3,"1,034"
Sponsored post,DITOGAMES,@DITOGAMESch,"If you have a mouse, you will never turn off your computer again.",67,6,6,130.5K
2023-03-16T13:48:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,24
2023-03-16T13:42:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,26
2023-03-16T13:40:49.000Z,Dr.Mithun US,@mitstheking,JDS shall continue to be King maker #2023elections,,,,54
2023-03-16T13:39:05.000Z,Situation Room,@SituationRoomNg,"“Resistance isn’t enough. If we want change, we have to get out the vote.”
- Progressive Activist, DaShanne Stokes

#SR2023Elections
#NigeriaDecides2023 
#2023Elections 
#NigerianElections2023",4,1,3,985
2023-03-16T13:16:43.000Z,Esen Ermiş Ertürk,@EsenErmisErturk,"“We are focused on the 14 May 2023 elections, but the world agenda is talking about the banking crisis and the risk of global economic crisis. With the bankruptcy of the Bank of #SiliconValleyBank  the question on everyone's mind is whether it will spread https://bit.ly/42geFeG…",469,20,232,118.7K
2023-03-16T13:16:19.000Z,Mickey,@MickeyJonesss,Oga una rig election or not release the original result for the 2023 elections leave plenty talk since how many weeks now you can’t still release our original result ole ni gbogbo yin INEC thief …,,,,6
2023-03-16T13:12:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,25
2023-03-16T13:11:18.000Z,Aijaymama,@Mrsaijay,Look at this guy . I have seen it all on 2023 elections.  See this man dancing with IPOB just for votes. Politics is being played by the wrong people. A,,,,31
2023-03-16T13:06:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,31
2023-03-16T13:00:06.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,20
2023-03-16T12:58:40.000Z,Newspot Nigeria,@NewspotN,"2023 Elections: APM clears air on governorship candidate tussle in Rivers, affirms Ekwu",,,,1
2023-03-16T12:56:05.000Z,Patrick Imhen,@pat_imhen,#NigerianElections2023 #ICYMI #Nigeria #2023elections #NigeriaDecide2023,,,,8
2023-03-16T12:54:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,25
2023-03-16T12:48:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,24
2023-03-16T12:30:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,14
2023-03-16T12:29:15.000Z,Trinity House,@trinityhouseng,"Join @pastorituahighodalo at 5pm as we speak on the way forward for us in Nigeria by a specialist in security and financial crimes.

#africaleadershipgroup 
#nigerialeadershipseries 
#2023elections 
#buildinganewnigeria
#umaryakubu 
#financialcrimes 
#nationalsecurity",4,,,44
2023-03-16T12:27:12.000Z,Vikas,@vika5m,Who will form the government in Chhattisgarh in 2023 elections,,,,16
2023-03-16T12:24:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,13
2023-03-16T12:18:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,12
2023-03-16T12:17:32.000Z,Steph .T. Akinsusi,@STAkinsusi,Atiku and Fairness in 2023 elections didn't and don't match,,,,22
2023-03-16T12:12:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,13
2023-03-16T12:09:02.000Z,Bulgarian News Agency,@BTAnewsENG,"Central Election Commission Shows Paper and Machine Ballot Samples for April 2 Elections 
#2023elections  

https://bta.bg/en/news/bulgaria/424790-central-election-commission-shows-paper-and-machine-ballot-samples-for-april-2-e…",,,,27
2023-03-16T12:06:12.000Z,Insight Links TV,@insightlinkstv,"2023 Elections: AIG assures security in Adamawa, Taraba The Zone 3 Command of the Nigeria Police Force has assured voters in Adamawa and Taraba of adequate security during Saturday’s g... https://insightlinks.net/2023-elections-aig-assures-security-in-adamawa-taraba/…",,,,22
2023-03-16T12:06:01.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,11
2023-03-16T12:04:28.000Z,Casmir Arinze Chukwu,@barinzechukwu,"Pple like 
@renoomokri
 never mean any good for this country, he will see this kind of msg and shuts his eyes.
@PeterObi
 is honest and upright man, that’s y God is always with him.

Peter Obi My President | Tribalism will only Destroy #Lagos #2023Elections #GRV4Lagos",1,,,12
2023-03-16T11:44:35.000Z,Young Professionals in Policy and Development,@youpadofficial,"Join us Today on our Dialogue Series via this link https://twitter.com/i/spaces/1YpKkgmRRQjKj… 

Topic: 2023 Elections: Gains & Losses

Set your reminder NOW, as we hope to see you on the space
#AgoraThursday 
@EbenezarWikina
 @ikwelleekene
 @laurethills
 @AustinEkwujuru
 @queen_of_dnorth
 @OlumideIDOWU",4,,4,155
2023-03-16T11:42:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,12
2023-03-16T11:38:43.000Z,ireporteronline,@iReporteronline,"2023 Elections: Naira Marley Endorses Sanwo-Olu, Gives Reason",1,,1,11
2023-03-16T11:38:30.000Z,Sola Omoniyi,@MrSolaOmoniyi,"2023 Elections: NBC Sanctions 25 Broadcast Stations, Cautions Media Firms | Daily Observer

https://dailyobserver.ng/2023-elections-nbc-sanctions-25-broadcast-stations-cautions-media-firms/…",1,,,11
2023-03-16T11:37:57.000Z,Newspot Nigeria,@NewspotN,2023 elections: Jonathan cautions against do-or-die politics,,,,4
2023-03-16T11:37:45.000Z,Situation Room,@SituationRoomNg,"1/ Preliminary Statement on the Pre-election Environment Ahead of the Governorship and State Houses of Assembly Elections.

– Issued: 11:00am, Thursday, 16th March 2023

#SR2023Elections 
#NigeriaDecides2023 
#2023Elections",11,2,7,"4,135"
2023-03-16T11:37:37.000Z,P Jegede,@jegede_p,"I was actually thinking you and Peter Obi would Move On and Fight for how LP  can win Governorship Sits in Many state,maybe 8states atleast and Build  strong team on from there?.this 2023 elections is already done and dusted, there is always going  to be 1 winner and few Lost..",,,,104
2023-03-16T11:36:02.000Z,Naija Loud Mouth,@naija_loudmouth,"God's will is Godswill Akpabio!! #GodswillAkapabio for Senate 
akwa ibom apc tinubu shettima 2023 Elections obi nigeria lagos akawibomtwitter",,,,15
